date,serial_number,model,capacity_bytes,failure,smart_5_normalized,smart_187_normalized,smart_188_normalized,smart_197_normalized,smart_198_normalized
6/3/2019,ZCH0817E,ST12000NM0007,1.20E+13,1,100,100,100,100,100
6/3/2019,ZA171S1E,ST8000NM0055,8.00E+12,1,100,96,100,100,100
7/3/2019,ZA180XD5,ST8000NM0055,8.00E+12,1,100,100,100,100,100
8/3/2019,ZJV02GJM,ST12000NM0007,1.20E+13,1,99,87,100,100,100
8/3/2019,ZJV03Y00,ST12000NM0007,1.20E+13,1,100,99,100,100,100
8/3/2019,ZDEB33GK,ST500LM030,5.00E+11,1,100,100,100,100,100
8/3/2019,Z302T6CW,ST4000DM000,4.00E+12,1,100,91,100,100,100
8/3/2019,PL1331LAHBYKEH,HGST HMS5C4040BLE640,4.00E+12,1,100,,,100,100
8/3/2019,ZCH0DY2X,ST12000NM0007,1.20E+13,1,100,100,100,100,100
9/3/2019,ZJV058H7,ST12000NM0007,1.20E+13,1,100,93,100,100,100
10/3/2019,ZA181JB7,ST8000NM0055,8.00E+12,1,100,93,100,100,100
10/3/2019,Z305DVWM,ST4000DM000,4.00E+12,1,100,89,100,100,100
10/3/2019,ZCH09MGG,ST12000NM0007,1.20E+13,1,100,100,100,100,100
10/3/2019,Z305DF66,ST4000DM000,4.00E+12,1,100,73,100,100,100
11/3/2019,ZJV2QMLV,ST12000NM0007,1.20E+13,1,100,84,100,100,100
11/3/2019,Z305NZY4,ST4000DM000,4.00E+12,1,100,88,100,100,100
11/3/2019,VKGM0LYX,HGST HUH728080ALE600,8.00E+12,1,100,,,100,100
12/3/2019,ZJV03VVA,ST12000NM0007,1.20E+13,1,100,100,100,100,100
12/3/2019,ZA1421XC,ST8000DM002,8.00E+12,1,100,100,100,100,100
12/3/2019,ZCH06WPN,ST12000NM0007,1.20E+13,1,78,1,100,100,100
12/3/2019,ZCH0681Z,ST12000NM0007,1.20E+13,1,97,89,100,100,100
13/3/2019,ZCH06H3V,ST12000NM0007,1.20E+13,1,95,100,100,100,100
13/3/2019,ZCH06J46,ST12000NM0007,1.20E+13,1,93,90,100,100,100
13/3/2019,S300Z8CZ,ST4000DM000,4.00E+12,1,100,96,100,100,100
13/3/2019,ZA17ZEY3,ST8000NM0055,8.00E+12,1,100,100,100,100,100
13/3/2019,ZCH06EE3,ST12000NM0007,1.20E+13,1,100,100,100,100,100
13/3/2019,S301GP8P,ST4000DM000,4.00E+12,1,100,100,100,100,100
13/3/2019,ZA17ZNJY,ST8000NM0055,8.00E+12,1,100,100,100,100,100
13/3/2019,ZCH0D1BJ,ST12000NM0007,1.20E+13,1,100,97,100,100,100
13/3/2019,Z304HSCX,ST4000DM000,4.00E+12,1,100,85,100,100,100
13/3/2019,ZCH07C5S,ST12000NM0007,1.20E+13,1,95,50,100,100,100
14/3/2019,ZCH0CE3Z,ST12000NM0007,1.20E+13,1,99,94,100,100,100
14/3/2019,VKH0P1XX,HGST HUH728080ALE600,8.00E+12,1,100,,,100,100
14/3/2019,ZCH0BMQB,ST12000NM0007,1.20E+13,1,100,100,100,100,100
14/3/2019,ZCH06FLV,ST12000NM0007,1.20E+13,1,100,100,100,100,100
14/3/2019,ZJV2E903,ST12000NM0007,1.20E+13,1,100,100,100,100,100
14/3/2019,Z305BE77,ST4000DM000,4.00E+12,1,100,82,100,100,100
14/3/2019,Z30271N2,ST4000DM000,4.00E+12,1,95,99,100,100,100
15/3/2019,8CGDGNBH,HGST HUH721212ALE600,1.20E+13,1,100,,,100,100
15/3/2019,ZCH0C00R,ST12000NM0007,1.20E+13,1,100,100,100,100,100
15/3/2019,PL2331LAHDE5NJ,HGST HMS5C4040BLE640,4.00E+12,1,100,,,100,100
15/3/2019,ZCH07344,ST12000NM0007,1.20E+13,1,100,100,100,100,100
15/3/2019,Z304LK31,ST4000DM000,4.00E+12,1,100,100,100,100,100
16/3/2019,5641SFR8S,TOSHIBA MQ01ABF050,5.00E+11,1,100,,,100,100
16/3/2019,ZCH0D2Q6,ST12000NM0007,1.20E+13,1,100,100,100,100,100
16/3/2019,ZA1087QH,ST8000DM002,8.00E+12,1,100,81,100,100,100
16/3/2019,ZJV1KYQZ,ST12000NM0007,1.20E+13,1,100,100,100,100,100
16/3/2019,ZA1805V0,ST8000NM0055,8.00E+12,1,100,93,100,100,100
16/3/2019,ZCH0CE90,ST12000NM0007,1.20E+13,1,100,86,100,100,100
16/3/2019,PL1331LAHD69MH,HGST HMS5C4040BLE640,4.00E+12,1,100,,,100,100
17/3/2019,ZJV03GLF,ST12000NM0007,1.20E+13,1,100,100,100,100,100
17/3/2019,8HK8T7NH,HGST HUH721212ALN604,1.20E+13,1,100,,,100,100
17/3/2019,ZCH086EZ,ST12000NM0007,1.20E+13,1,100,100,100,100,100
17/3/2019,8HJM5LKH,HGST HUH721212ALN604,1.20E+13,1,100,,,100,100
18/3/2019,S300XB04,ST4000DM000,4.00E+12,1,100,96,100,100,100
18/3/2019,S301PS84,ST4000DM000,4.00E+12,1,100,100,100,100,100
18/3/2019,ZA16DSXP,ST8000NM0055,8.00E+12,1,59,94,100,100,100
18/3/2019,ZCH0B2VP,ST12000NM0007,1.20E+13,1,99,98,100,100,100
18/3/2019,Z304JNC9,ST4000DM000,4.00E+12,1,100,100,100,100,100
18/3/2019,Z304JHF7,ST4000DM000,4.00E+12,1,100,100,100,100,100
18/3/2019,Z302EPJK,ST4000DM000,4.00E+12,1,99,51,100,100,100
18/3/2019,ZA180ZVY,ST8000NM0055,8.00E+12,1,100,100,100,100,100
18/3/2019,ZDECXSZF,ST500LM030,5.00E+11,1,100,100,100,100,100
18/3/2019,Z305758R,ST4000DM000,4.00E+12,1,100,36,100,99,99
18/3/2019,WD-WX11DA4DJNAR,WDC WD60EFRX,6.00E+12,1,200,,,200,100
18/3/2019,ZJV2ENN5,ST12000NM0007,1.20E+13,1,100,100,100,98,98
18/3/2019,ZDEB00M3,ST500LM030,5.00E+11,1,100,100,100,100,100
18/3/2019,Z304JDDH,ST4000DM000,4.00E+12,1,100,85,100,100,100
19/3/2019,ZDEB2V6C,ST500LM030,5.00E+11,1,100,100,100,100,100
19/3/2019,ZA11HYL7,ST8000DM002,8.00E+12,1,100,100,100,100,100
19/3/2019,ZCH09JYH,ST12000NM0007,1.20E+13,1,100,100,100,100,100
19/3/2019,ZCH092S4,ST12000NM0007,1.20E+13,1,100,100,100,100,100
19/3/2019,ZCH02LQX,ST12000NM0007,1.20E+13,1,98,96,100,100,100
19/3/2019,ZCH0ADQ4,ST12000NM0007,1.20E+13,1,100,99,100,100,100
19/3/2019,ZJV00EGC,ST12000NM0007,1.20E+13,1,98,98,100,100,100
19/3/2019,S300ZRP2,ST4000DM000,4.00E+12,1,100,96,100,100,100
19/3/2019,ZA12KEHD,ST8000DM002,8.00E+12,1,100,100,100,100,100
19/3/2019,96HCTBI7T,TOSHIBA MQ01ABF050,5.00E+11,1,100,,,100,100
19/3/2019,ZJV000NZ,ST12000NM0007,1.20E+13,1,96,58,100,100,100
19/3/2019,ZCH06VE2,ST12000NM0007,1.20E+13,1,93,82,100,100,100
19/3/2019,Z3041J67,ST4000DM000,4.00E+12,1,100,100,100,100,100
20/3/2019,S301NXNV,ST4000DM000,4.00E+12,1,100,78,100,100,100
20/3/2019,ZCH0ASMB,ST12000NM0007,1.20E+13,1,100,94,100,100,100
20/3/2019,ZCH06GX4,ST12000NM0007,1.20E+13,1,100,100,100,100,100
20/3/2019,ZCH07VX2,ST12000NM0007,1.20E+13,1,100,100,100,100,100
20/3/2019,Z304RKYC,ST4000DM000,4.00E+12,1,100,87,100,100,100
20/3/2019,Z305BFRR,ST4000DM000,4.00E+12,1,100,96,100,100,100
21/3/2019,ZA11VCRQ,ST8000DM002,8.00E+12,1,99,100,100,100,100
21/3/2019,ZJV1377T,ST12000NM0007,1.20E+13,1,100,97,100,100,100
22/3/2019,Z3041NJE,ST4000DM000,4.00E+12,1,100,100,100,100,100
22/3/2019,PL1331LAHBS2EH,HGST HMS5C4040BLE640,4.00E+12,1,100,,,100,100
22/3/2019,ZA13FB8F,ST8000DM002,8.00E+12,1,100,94,100,100,100
22/3/2019,ZCH0966Y,ST12000NM0007,1.20E+13,1,100,100,100,100,100
22/3/2019,ZCH0BT7K,ST12000NM0007,1.20E+13,1,100,98,100,100,100
22/3/2019,ZJV03ZVD,ST12000NM0007,1.20E+13,1,100,100,100,100,100
22/3/2019,57GGPD9FT,TOSHIBA MQ01ABF050,5.00E+11,1,100,,,100,100
23/3/2019,ZCH07Q3L,ST12000NM0007,1.20E+13,1,100,100,100,100,100
23/3/2019,Z302SZJZ,ST4000DM000,4.00E+12,1,99,82,100,98,98
23/3/2019,ZCH0CK5V,ST12000NM0007,1.20E+13,1,100,100,100,100,100
24/3/2019,ZA15AX9X,ST8000NM0055,8.00E+12,1,100,100,100,100,100
24/3/2019,ZJV0WBZB,ST12000NM0007,1.20E+13,1,100,100,100,100,100
24/3/2019,ZJV03PTB,ST12000NM0007,1.20E+13,1,100,100,100,100,100
25/3/2019,ZCH080T0,ST12000NM0007,1.20E+13,1,100,97,100,100,100
25/3/2019,Z304HRM4,ST4000DM000,4.00E+12,1,100,88,100,99,99
25/3/2019,Z302T88V,ST4000DM000,4.00E+12,1,100,97,100,100,100
25/3/2019,ZCH07Y48,ST12000NM0007,1.20E+13,1,95,57,100,100,100
25/3/2019,ZA1819G2,ST8000NM0055,8.00E+12,1,100,94,100,100,100
25/3/2019,ZJV00FF1,ST12000NM0007,1.20E+13,1,100,100,100,100,100
25/3/2019,Z302SRFQ,ST4000DM000,4.00E+12,1,100,100,100,100,100
25/3/2019,ZCH07CHP,ST12000NM0007,1.20E+13,1,98,91,100,100,100
26/3/2019,57QEWPXET,TOSHIBA MQ01ABF050,5.00E+11,1,100,,,100,100
26/3/2019,ZJV00X8A,ST12000NM0007,1.20E+13,1,100,100,100,100,100
26/3/2019,Z3053NZ4,ST4000DM000,4.00E+12,1,96,77,100,100,100
26/3/2019,S300YC5D,ST4000DM000,4.00E+12,1,100,84,100,100,100
26/3/2019,ZA1818FT,ST8000NM0055,8.00E+12,1,100,100,100,100,100
26/3/2019,ZJV2EHF1,ST12000NM0007,1.20E+13,1,100,93,100,100,100
26/3/2019,188DT94WT,TOSHIBA MQ01ABF050M,5.00E+11,1,100,,,100,100
27/3/2019,ZDEABF9Y,ST500LM030,5.00E+11,1,93,89,100,100,100
27/3/2019,ZA1818F7,ST8000NM0055,8.00E+12,1,100,100,100,100,100
27/3/2019,ZCH07FDM,ST12000NM0007,1.20E+13,1,100,100,100,100,100
28/3/2019,ZCH095YG,ST12000NM0007,1.20E+13,1,100,100,100,100,100
28/3/2019,66GHS5N1S,TOSHIBA MQ01ABF050,5.00E+11,1,100,,,100,100
28/3/2019,ZA12FREW,ST8000DM002,8.00E+12,1,100,99,100,100,100
28/3/2019,S301GQQV,ST4000DM000,4.00E+12,1,100,62,100,100,100
28/3/2019,ZCH07415,ST12000NM0007,1.20E+13,1,100,100,100,100,100
28/3/2019,Z304KCJZ,ST4000DM000,4.00E+12,1,100,93,100,100,100
28/3/2019,S300Z7G1,ST4000DM000,4.00E+12,1,100,93,100,100,100
29/3/2019,57GGPD9TT,TOSHIBA MQ01ABF050,5.00E+11,1,100,,,100,100
29/3/2019,ZCH02Z5J,ST12000NM0007,1.20E+13,1,100,100,100,100,100
29/3/2019,S2ZYJ9GF302327,ST500LM012 HN,5.00E+11,1,252,,,100,252
29/3/2019,ZCH0CZ0N,ST12000NM0007,1.20E+13,1,100,100,100,100,100
29/3/2019,Z302SZLQ,ST4000DM000,4.00E+12,1,100,76,100,100,100
29/3/2019,S301NGZN,ST4000DM000,4.00E+12,1,100,100,100,100,100
29/3/2019,ZA17G86N,ST8000NM0055,8.00E+12,1,100,97,100,100,100
30/3/2019,S301GNWY,ST4000DM000,4.00E+12,1,100,86,100,100,100
